"","geneid","gene_name"
"2357","FBgn0035343","CG16762"
"2358","FBgn0035344","Cyp4d20"
"2359","FBgn0035346","CG1146"
"2360","FBgn0035348","CG16758"
"2361","FBgn0035355","CG16985"
"2362","FBgn0035356","CG16986"
"2363","FBgn0035359","CG1143"
"2364","FBgn0035371","AhcyL1"
"2365","FBgn0035372","CG12093"
"2366","FBgn0035383","CPT2"
"2367","FBgn0035388","CG2162"
"2368","FBgn0035390","scramb2"
"2369","FBgn0035393","CG16753"
"2370","FBgn0035401","Alg2"
"2371","FBgn0035412","CG14957"
"2372","FBgn0035415","CG14966"
"2373","FBgn0035420","hob"
"2374","FBgn0035421","nSMase"
"2375","FBgn0035422","RpL28"
"2376","FBgn0035423","eIF1"
"2377","FBgn0035432","ZnT63C"
"2378","FBgn0035434","Drsl5"
"2379","FBgn0035436","CG12016"
"2380","FBgn0035438","PHGPx"
"2381","FBgn0035440","CG14969"
"2382","FBgn0035449","CG14971"
"2383","FBgn0035452","CG10359"
"2384","FBgn0035461","ntc"
"2385","FBgn0035469","CG14977"
"2386","FBgn0035470","Ccz1"
"2387","FBgn0035471","Sc2"
"2388","FBgn0035475","CG10866"
"2389","FBgn0035480","CG14984"
"2390","FBgn0035483","Mul1"
"2391","FBgn0035484","CG11594"
"2392","FBgn0035490","CG1136"
"2393","FBgn0035496","CG14990"
"2394","FBgn0035497","CG14995"
"2395","FBgn0035498","Fit1"
"2396","FBgn0035499","Chd64"
"2397","FBgn0035501","CG1299"
"2398","FBgn0035515","CG14997"
"2399","FBgn0035517","CG1265"
"2400","FBgn0035519","CG1309"
"2401","FBgn0035520","CG11586"
"2402","FBgn0035523","Ctl1"
"2403","FBgn0035524","CG11583"
"2404","FBgn0035526","CG1316"
"2405","FBgn0035528","CG15012"
"2406","FBgn0035529","Fdx2"
"2407","FBgn0035532","CG15014"
"2408","FBgn0035533","Cip4"
"2409","FBgn0035539","slow"
"2410","FBgn0035540","Syx17"
"2411","FBgn0035541","CG15019"
"2412","FBgn0035544","CG15021"
"2413","FBgn0035583","CG13704"
"2414","FBgn0035586","Fitm"
"2415","FBgn0035588","CG10672"
"2416","FBgn0035589","CHMP2B"
"2417","FBgn0035590","Prpk"
"2418","FBgn0035591","CG4611"
"2419","FBgn0035592","CG10674"
"2420","FBgn0035601","Uev1A"
"2421","FBgn0035603","Pfdn4"
"2422","FBgn0035622","TM9SF3"
"2423","FBgn0035623","mthl2"
"2424","FBgn0035624","Eaf6"
"2425","FBgn0035625","Blimp-1"
"2426","FBgn0035631","Txl"
"2427","FBgn0035632","Ppat-Dpck"
"2428","FBgn0035656","CG10479"
"2429","FBgn0035665","Jon65Aiii"
"2430","FBgn0035673","CG6602"
"2431","FBgn0035674","CG13295"
"2432","FBgn0035679","CG10467"
"2433","FBgn0035690","CG10274"
"2434","FBgn0035692","Sf3b6"
"2435","FBgn0035696","Best2"
"2436","FBgn0035702","CG10147"
"2437","FBgn0035703","CG8270"
"2438","FBgn0035714","CG8549"
"2439","FBgn0035721","CG9948"
"2440","FBgn0035722","CG10075"
"2441","FBgn0035726","CG9953"
"2442","FBgn0035734","CG14823"
"2443","FBgn0035753","RpL18"
"2444","FBgn0035754","MED4"
"2445","FBgn0035755","CG14830"
"2446","FBgn0035762","Rint1"
"2447","FBgn0035767","Cln7"
"2448","FBgn0035769","CTCF"
"2449","FBgn0035770","pst"
"2450","FBgn0035771","Sec63"
"2451","FBgn0035772","Sh3beta"
"2452","FBgn0035791","CG8539"
"2453","FBgn0035802","Pura"
"2454","FBgn0035805","CG7506"
"2455","FBgn0035811","Mcad"
"2456","FBgn0035817","CG7409"
"2457","FBgn0035824","CG8281"
"2458","FBgn0035825","CG8111"
"2459","FBgn0035829","HP4"
"2460","FBgn0035830","CG8209"
"2461","FBgn0035831","Pop4"
"2462","FBgn0035848","Uxs"
"2463","FBgn0035849","ERR"
"2464","FBgn0035850","Atg18a"
"2465","FBgn0035853","UbcE2M"
"2466","FBgn0035866","Arl5"
"2467","FBgn0035867","CG13671"
"2468","FBgn0035871","BI-1"
"2469","FBgn0035876","Pex2"
"2470","FBgn0035877","CG7083"
"2471","FBgn0035878","CG7182"
"2472","FBgn0035879","GAPcenA"
"2473","FBgn0035888","CG7120"
"2474","FBgn0035900","ZC3H3"
"2475","FBgn0035904","GstO3"
"2476","FBgn0035906","GstO2"
"2477","FBgn0035907","GstO1"
"2478","FBgn0035916","GAPsec"
"2479","FBgn0035917","Zasp66"
"2480","FBgn0035929","CG13311"
"2481","FBgn0035933","CG13309"
"2482","FBgn0035936","Tsp66E"
"2483","FBgn0035951","CG5068"
"2484","FBgn0035964","Dhpr"
"2485","FBgn0035965","Use1"
"2486","FBgn0035975","PGRP-LA"
"2487","FBgn0035976","PGRP-LC"
"2488","FBgn0035977","PGRP-LF"
"2489","FBgn0035978","UGP"
"2490","FBgn0035980","mRRF1"
"2491","FBgn0035981","CG4452"
"2492","FBgn0035982","CG4461"
"2493","FBgn0035985","Cpr67B"
"2494","FBgn0035989","Tat"
"2495","FBgn0035995","CG3529"
"2496","FBgn0035999","CG3552"
"2497","FBgn0036000","CG3434"
"2498","FBgn0036005","pall"
"2499","FBgn0036007","path"
"2500","FBgn0036018","CG3335"
"2501","FBgn0036030","Prps"
"2502","FBgn0036035","CG18178"
"2503","FBgn0036059","nudE"
"2504","FBgn0036063","CG6674"
"2505","FBgn0036096","CG8003"
"2506","FBgn0036099","CG11811"
"2507","FBgn0036101","NijA"
"2508","FBgn0036105","Blos4"
"2509","FBgn0036106","CG6409"
"2510","FBgn0036107","galla-2"
"2511","FBgn0036117","CG6321"
"2512","FBgn0036118","Blos2"
"2513","FBgn0036121","CG6310"
"2514","FBgn0036124","CG7839"
"2515","FBgn0036126","Irbp18"
"2516","FBgn0036135","mRpL2"
"2517","FBgn0036136","Ufd1-like"
"2518","FBgn0036142","Adck5"
"2519","FBgn0036145","CG7607"
"2520","FBgn0036147","Plod"
"2521","FBgn0036155","CG6163"
"2522","FBgn0036157","CG7560"
"2523","FBgn0036173","CG7394"
"2524","FBgn0036184","PCID2"
"2525","FBgn0036187","RIOK1"
"2526","FBgn0036188","CG7339"
"2527","FBgn0036191","Sugb"
"2528","FBgn0036192","Pldn"
"2529","FBgn0036194","Dph1"
"2530","FBgn0036196","CG11658"
"2531","FBgn0036198","crim"
"2532","FBgn0036199","Bmcp"
"2533","FBgn0036208","CG10361"
"2534","FBgn0036211","CG5946"
"2535","FBgn0036213","RpL10Ab"
"2536","FBgn0036249","CG11560"
"2537","FBgn0036255","Atg12"
"2538","FBgn0036257","RhoGAP68F"
"2539","FBgn0036258","eIF3l"
"2540","FBgn0036262","CG6910"
"2541","FBgn0036264","CG11529"
"2542","FBgn0036271","Pbgs"
"2543","FBgn0036277","CG10418"
"2544","FBgn0036278","CrzR"
"2545","FBgn0036279","Ncc69"
"2546","FBgn0036288","CG10660"
"2547","FBgn0036290","CG10638"
"2548","FBgn0036292","CG10646"
"2549","FBgn0036299","Tsf2"
"2550","FBgn0036300","Pmm2"
"2551","FBgn0036301","CG4069"
"2552","FBgn0036302","sowah"
"2553","FBgn0036305","CG10984"
"2554","FBgn0036306","CG10973"
"2555","FBgn0036316","CG10960"
"2556","FBgn0036318","Wbp2"
"2557","FBgn0036331","CR14117"
"2558","FBgn0036332","Cul6"
"2559","FBgn0036334","CG11267"
"2560","FBgn0036335","mRpL20"
"2561","FBgn0036336","ste14"
"2562","FBgn0036337","AdenoK"
"2563","FBgn0036342","CG11279"
"2564","FBgn0036359","CG14105"
"2565","FBgn0036364","CG14109"
"2566","FBgn0036365","cmb"
"2567","FBgn0036373","Tgi"
"2568","FBgn0036381","CG8745"
"2569","FBgn0036405","CG6833"
"2570","FBgn0036428","Gbs-70E"
"2571","FBgn0036433","CG9628"
"2572","FBgn0036446","CG9384"
"2573","FBgn0036449","bmm"
"2574","FBgn0036454","CG17839"
"2575","FBgn0036460","CG5114"
"2576","FBgn0036461","Zip71B"
"2577","FBgn0036462","mRpL39"
"2578","FBgn0036485","FucTA"
"2579","FBgn0036487","Prp31"
"2580","FBgn0036488","CG6878"
"2581","FBgn0036500","CG7275"
"2582","FBgn0036501","CG7272"
"2583","FBgn0036502","CG7841"
"2584","FBgn0036505","CG7945"
"2585","FBgn0036509","CG7739"
"2586","FBgn0036510","SCCRO"
"2587","FBgn0036512","CG16979"
"2588","FBgn0036514","CG12301"
"2589","FBgn0036537","CG18081"
"2590","FBgn0036538","CG15715"
"2591","FBgn0036545","GXIVsPLA2"
"2592","FBgn0036547","CG17032"
"2593","FBgn0036549","CG10516"
"2594","FBgn0036550","CG17026"
"2595","FBgn0036551","CG17029"
"2596","FBgn0036552","CG17028"
"2597","FBgn0036553","CG17027"
"2598","FBgn0036557","mRpS31"
"2599","FBgn0036560","CG5895"
"2600","FBgn0036566","ClC-c"
"2601","FBgn0036579","CG5027"
"2602","FBgn0036581","MED10"
"2603","FBgn0036587","CG4950"
"2604","FBgn0036588","CG13068"
"2605","FBgn0036589","CG13067"
"2606","FBgn0036623","Agpat3"
"2607","FBgn0036641","Smn"
"2608","FBgn0036643","Syx8"
"2609","FBgn0036648","CG4098"
"2610","FBgn0036659","CG9701"
"2611","FBgn0036661","CG9705"
"2612","FBgn0036662","CG9706"
"2613","FBgn0036663","CG9674"
"2614","FBgn0036667","kud"
"2615","FBgn0036684","CG3764"
"2616","FBgn0036686","CG7728"
"2617","FBgn0036691","beg"
"2618","FBgn0036695","Papst2"
"2619","FBgn0036696","Pop5"
"2620","FBgn0036697","rogdi"
"2621","FBgn0036698","CG7724"
"2622","FBgn0036702","CG6512"
"2623","FBgn0036710","CG6479"
"2624","FBgn0036726","QIL1"
"2625","FBgn0036728","UQCR-Q"
"2626","FBgn0036732","Oatp74D"
"2627","FBgn0036740","Vps60"
"2628","FBgn0036742","CG7497"
"2629","FBgn0036745","CG7484"
"2630","FBgn0036752","Adgf-A"
"2631","FBgn0036756","Cln3"
"2632","FBgn0036759","CG5577"
"2633","FBgn0036760","CG5567"
"2634","FBgn0036762","CG7430"
"2635","FBgn0036764","CG5535"
"2636","FBgn0036769","Tsp74F"
"2637","FBgn0036770","Prestin"
"2638","FBgn0036772","CG5290"
"2639","FBgn0036773","CG13698"
"2640","FBgn0036774","mRpS26"
"2641","FBgn0036775","RpIIIC53"
"2642","FBgn0036787","CG4306"
"2643","FBgn0036804","Sgf11"
"2644","FBgn0036806","Cyp12c1"
"2645","FBgn0036811","MED11"
"2646","FBgn0036813","Atg3"
"2647","FBgn0036816","Indy"
"2648","FBgn0036819","Dysb"
"2649","FBgn0036820","Grx1"
"2650","FBgn0036821","CG3961"
"2651","FBgn0036824","CG3902"
"2652","FBgn0036825","RpL26"
"2653","FBgn0036827","CG6843"
"2654","FBgn0036828","CG6841"
"2655","FBgn0036834","CG6836"
"2656","FBgn0036837","CG18135"
"2657","FBgn0036838","CG3808"
"2658","FBgn0036842","Ugt316A1"
"2659","FBgn0036843","Sfxn2"
"2660","FBgn0036847","CNPYb"
"2661","FBgn0036848","Naxd"
"2662","FBgn0036857","Aldh7A1"
"2663","FBgn0036862","Gbs-76A"
"2664","FBgn0036875","CG9449"
"2665","FBgn0036876","CG9451"
"2666","FBgn0036886","CG9300"
"2667","FBgn0036887","CG9231"
"2668","FBgn0036888","CG9330"
"2669","FBgn0036889","CG14100"
"2670","FBgn0036891","CG9372"
"2671","FBgn0036892","Lon"
"2672","FBgn0036893","PIG-F"
"2673","FBgn0036900","CG8765"
"2674","FBgn0036908","TORIP"
"2675","FBgn0036909","Ccdc58"
"2676","FBgn0036910","Cyp305a1"
"2677","FBgn0036911","Fibp"
"2678","FBgn0036915","Prp3"
"2679","FBgn0036916","Mtr3"
"2680","FBgn0036918","Pfdn6"
"2681","FBgn0036919","Grasp65"
"2682","FBgn0036920","CG8004"
"2683","FBgn0036921","RhoGDI"
"2684","FBgn0036922","CG14182"
"2685","FBgn0036926","CG7646"
"2686","FBgn0036927","Gabat"
"2687","FBgn0036929","CG7668"
"2688","FBgn0036932","CG14184"
"2689","FBgn0036942","CG7328"
"2690","FBgn0036945","Ssk"
"2691","FBgn0036959","CG6951"
"2692","FBgn0036964","FRG1"
"2693","FBgn0036967","SCCRO4"
"2694","FBgn0036973","Rbbp5"
"2695","FBgn0036974","eRF1"
"2696","FBgn0036975","CG5618"
"2697","FBgn0036980","RhoBTB"
"2698","FBgn0036987","CG5274"
"2699","FBgn0036988","CG5262"
"2700","FBgn0036992","Hpd"
"2701","FBgn0036993","CG5910"
"2702","FBgn0036997","CG5955"
"2703","FBgn0036998","CG5969"
"2704","FBgn0036999","isoQC"
"2705","FBgn0037001","ND-39"
"2706","FBgn0037007","CG5059"
"2707","FBgn0037008","mTerf3"
"2708","FBgn0037009","CG5104"
"2709","FBgn0037011","CG4858"
"2710","FBgn0037016","CG13252"
"2711","FBgn0037018","CG4042"
"2712","FBgn0037019","Pex16"
"2713","FBgn0037020","Pex14"
"2714","FBgn0037021","CG11399"
"2715","FBgn0037045","CG10584"
"2716","FBgn0037046","CG10581"
"2717","FBgn0037051","CG10565"
"2718","FBgn0037057","CG10512"
"2719","FBgn0037061","CG12975"
"2720","FBgn0037063","CG9391"
"2721","FBgn0037070","CG11309"
"2722","FBgn0037071","CG7632"
"2723","FBgn0037073","Tsr1"
"2724","FBgn0037074","CG7324"
"2725","FBgn0037087","CG7519"
"2726","FBgn0037090","Est-Q"
"2727","FBgn0037092","M6"
"2728","FBgn0037093","Cdk12"
"2729","FBgn0037094","CG7611"
"2730","FBgn0037105","S1P"
"2731","FBgn0037108","Alg11"
"2732","FBgn0037110","ORMDL"
"2733","FBgn0037120","CG11247"
"2734","FBgn0037126","CG14567"
"2735","FBgn0037134","CG7407"
"2736","FBgn0037137","Nopp140"
"2737","FBgn0037138","P5CDh1"
"2738","FBgn0037144","CG7458"
"2739","FBgn0037146","CG7470"
"2740","FBgn0037150","CG7133"
"2741","FBgn0037151","CG7130"
"2742","FBgn0037164","CG11438"
"2743","FBgn0037167","CG11425"
"2744","FBgn0037184","CG14450"
"2745","FBgn0037186","CG11241"
"2746","FBgn0037188","CG7369"
"2747","FBgn0037199","EMC4"
"2748","FBgn0037200","CG11109"
"2749","FBgn0037202","Ssl1"
"2750","FBgn0037213","CG12581"
"2751","FBgn0037218","aux"
"2752","FBgn0037228","CG1092"
"2753","FBgn0037230","Nepl11"
"2754","FBgn0037231","Vps24"
"2755","FBgn0037232","Suv3"
"2756","FBgn0037234","CG9795"
"2757","FBgn0037239","Sfxn1-3"
"2758","FBgn0037240","Cont"
"2759","FBgn0037241","CG14646"
"2760","FBgn0037244","CG14647"
"2761","FBgn0037250","CG1074"
"2762","FBgn0037262","MED31"
"2763","FBgn0037270","eIF3f1"
"2764","FBgn0037288","CG14661"
"2765","FBgn0037290","CG1124"
"2766","FBgn0037297","CG1116"
"2767","FBgn0037298","Sccpdh1"
"2768","FBgn0037299","Vps37B"
"2769","FBgn0037301","Mms19"
"2770","FBgn0037305","CG12173"
"2771","FBgn0037313","CG1161"
"2772","FBgn0037315","Cerk"
"2773","FBgn0037328","RpL35A"
"2774","FBgn0037330","mRpL44"
"2775","FBgn0037336","CG2519"
"2776","FBgn0037340","CG14671"
"2777","FBgn0037341","CG12746"
"2778","FBgn0037345","Rev7"
"2779","FBgn0037347","SecS"
"2780","FBgn0037350","CG2911"
"2781","FBgn0037351","RpL13A"
"2782","FBgn0037354","CG12171"
"2783","FBgn0037356","CG12170"
"2784","FBgn0037358","elm"
"2785","FBgn0037363","Atg17"
"2786","FBgn0037369","CG2100"
"2787","FBgn0037370","CG1236"
"2788","FBgn0037371","Sym"
"2789","FBgn0037372","CG2091"
"2790","FBgn0037374","jagn"
"2791","FBgn0037376","Hat1"
"2792","FBgn0037377","CG1218"
"2793","FBgn0037378","PSMG1"
"2794","FBgn0037382","Hpr1"
"2795","FBgn0037383","Sec20"
"2796","FBgn0037386","CG1208"
"2797","FBgn0037387","CG1213"
"2798","FBgn0037391","CG2017"
"2799","FBgn0037433","CG17919"
"2800","FBgn0037439","CG10286"
"2801","FBgn0037440","CRAT"
"2802","FBgn0037442","gzl"
"2803","FBgn0037443","Dmtn"
"2804","FBgn0037446","Zif"
"2805","FBgn0037447","Neurochondrin"
"2806","FBgn0037465","CG1105"
"2807","FBgn0037467","Ufl1"
"2808","FBgn0037469","Dpck"
"2809","FBgn0037473","CG10068"
"2810","FBgn0037478","CG2656"
"2811","FBgn0037481","MAGE"
"2812","FBgn0037489","CG1234"
"2813","FBgn0037491","CG1227"
"2814","FBgn0037504","CG1142"
"2815","FBgn0037513","pyd3"
"2816","FBgn0037515","Sp7"
"2817","FBgn0037529","mRpS9"
"2818","FBgn0037534","ELOVL"
"2819","FBgn0037536","CG2698"
"2820","FBgn0037537","CG2767"
"2821","FBgn0037538","CG3223"
"2822","FBgn0037541","CG2747"
"2823","FBgn0037543","CG10903"
"2824","FBgn0037544","CG11035"
"2825","FBgn0037547","CG7910"
"2826","FBgn0037548","CG7900"
"2827","FBgn0037549","CG7878"
"2828","FBgn0037552","CG7800"
"2829","FBgn0037553","CG18249"
"2830","FBgn0037556","CG9636"
"2831","FBgn0037560","CR18228"
"2832","FBgn0037561","CG9630"
"2833","FBgn0037562","Nazo"
"2834","FBgn0037565","CG9626"
"2835","FBgn0037566","mRpL1"
"2836","FBgn0037569","tex"
"2837","FBgn0037573","CG7483"
"2838","FBgn0037574","Coq2"
"2839","FBgn0037592","CG11737"
"2840","FBgn0037601","Cyp313b1"
"2841","FBgn0037602","SLIRP2"
"2842","FBgn0037603","CG11753"
"2843","FBgn0037606","CG8032"
"2844","FBgn0037607","CG8036"
"2845","FBgn0037608","mRpL19"
"2846","FBgn0037609","CG9773"
"2847","FBgn0037610","CG8043"
"2848","FBgn0037612","CG8112"
"2849","FBgn0037613","Cks85A"
"2850","FBgn0037623","CG9801"
"2851","FBgn0037637","IscU"
"2852","FBgn0037643","ScsbetaA"
"2853","FBgn0037644","CG11964"
"2854","FBgn0037646","CAHbeta"
"2855","FBgn0037647","RagA-B"
"2856","FBgn0037648","CG11975"
"2857","FBgn0037652","CG11980"
"2858","FBgn0037653","Iru"
"2859","FBgn0037655","Kcmf1"
"2860","FBgn0037656","CG11986"
"2861","FBgn0037657","hyx"
"2862","FBgn0037660","beag"
"2863","FBgn0037669","Ibf2"
"2864","FBgn0037670","Ibf1"
"2865","FBgn0037671","ATP6AP2"
"2866","FBgn0037679","Aduk"
"2867","FBgn0037680","pasi2"
"2868","FBgn0037683","CG18473"
"2869","FBgn0037684","Srr"
"2870","FBgn0037686","RpL34b"
"2871","FBgn0037687","CG8132"
"2872","FBgn0037696","GstZ1"
"2873","FBgn0037697","GstZ2"
"2874","FBgn0037708","CG9386"
"2875","FBgn0037709","CG8199"
"2876","FBgn0037710","CG9393"
"2877","FBgn0037714","CG9396"
"2878","FBgn0037715","CG9399"
"2879","FBgn0037718","P58IPK"
"2880","FBgn0037719","bocks"
"2881","FBgn0037723","SpdS"
"2882","FBgn0037727","Nepl12"
"2883","FBgn0037728","p23"
"2884","FBgn0037731","CG18542"
"2885","FBgn0037734","trbd"
"2886","FBgn0037739","CG12948"
"2887","FBgn0037743","CG8412"
"2888","FBgn0037747","Naa80"
"2889","FBgn0037749","CG9471"
"2890","FBgn0037755","CG12945"
"2891","FBgn0037756","CG8507"
"2892","FBgn0037758","CG9467"
"2893","FBgn0037760","FBXO11"
"2894","FBgn0037761","CG8534"
"2895","FBgn0037762","eloF"
"2896","FBgn0037763","CG16904"
"2897","FBgn0037764","CG9459"
"2898","FBgn0037765","CG9458"
"2899","FBgn0037779","CG12811"
"2900","FBgn0037780","ohgt"
"2901","FBgn0037788","CAH7"
"2902","FBgn0037796","CG12814"
"2903","FBgn0037801","CG3999"
"2904","FBgn0037815","Rrp46"
"2905","FBgn0037817","Cyp12e1"
"2906","FBgn0037818","CG6465"
"2907","FBgn0037819","CG14688"
"2908","FBgn0037822","CG14683"
"2909","FBgn0037834","Art1"
"2910","FBgn0037835","CG14687"
"2911","FBgn0037842","CG6567"
"2912","FBgn0037846","CG6574"
"2913","FBgn0037852","Tpc1"
"2914","FBgn0037853","CG14696"
"2915","FBgn0037873","SdhC"
"2916","FBgn0037874","Tctp"
"2917","FBgn0037875","ZnT86D"
"2918","FBgn0037877","CG6689"
"2919","FBgn0037878","CG6693"
"2920","FBgn0037880","CG17726"
"2921","FBgn0037882","CG17187"
"2922","FBgn0037883","CG14701"
"2923","FBgn0037885","CG17721"
"2924","FBgn0037892","mRpL40"
"2925","FBgn0037894","Ranbp9"
"2926","FBgn0037897","CG5270"
"2927","FBgn0037898","Dtd"
"2928","FBgn0037899","RpL24-like"
"2929","FBgn0037900","CG5276"
"2930","FBgn0037901","Exd2"
"2931","FBgn0037906","PGRP-LB"
"2932","FBgn0037911","CG10898"
"2933","FBgn0037912","sea"
"2934","FBgn0037913","fabp"
"2935","FBgn0037917","wkd"
"2936","FBgn0037926","Elp1"
"2937","FBgn0037930","CG14715"
"2938","FBgn0037933","Ho"
"2939","FBgn0037935","CG6834"
"2940","FBgn0037936","CG6908"
"2941","FBgn0037942","CG14721"
"2942","FBgn0037943","CG14722"
"2943","FBgn0037955","Kyat"
"2944","FBgn0037956","CG6959"
"2945","FBgn0037960","mthl5"
"2946","FBgn0037973","CG18547"
"2947","FBgn0037974","CG12224"
"2948","FBgn0037975","CG3397"
"2949","FBgn0037978","KLHL18"
"2950","FBgn0037981","Spt3"
"2951","FBgn0037998","Cog1"
"2952","FBgn0037999","CG4860"
"2953","FBgn0038013","CG10038"
"2954","FBgn0038017","CG4115"
"2955","FBgn0038020","GstD9"
"2956","FBgn0038032","CG10096"
"2957","FBgn0038033","CG10097"
"2958","FBgn0038037","Cyp9f2"
"2959","FBgn0038038","Sccpdh2"
"2960","FBgn0038039","CG5196"
"2961","FBgn0038053","CG18549"
"2962","FBgn0038055","trus"
"2963","FBgn0038056","CG5961"
"2964","FBgn0038057","CG12267"
"2965","FBgn0038065","Snx3"
"2966","FBgn0038074","Gnmt"
"2967","FBgn0038076","Cyp313a4"
"2968","FBgn0038080","CG12279"
"2969","FBgn0038088","CG10126"
"2970","FBgn0038095","Cyp304a1"
"2971","FBgn0038100","Paip2"
"2972","FBgn0038105","yellow-f2"
"2973","FBgn0038106","CG7488"
"2974","FBgn0038107","CG17327"
"2975","FBgn0038110","CG8031"
"2976","FBgn0038129","TBC1D5"
"2977","FBgn0038143","CG9813"
"2978","FBgn0038145","Droj2"
"2979","FBgn0038146","CG9799"
"2980","FBgn0038147","CCHa2"
"2981","FBgn0038149","GILT1"
"2982","FBgn0038166","CG9588"
"2983","FBgn0038172","Adgf-D"
"2984","FBgn0038179","CG9312"
"2985","FBgn0038180","Cht5"
"2986","FBgn0038181","CG9297"
"2987","FBgn0038183","CG9286"
"2988","FBgn0038194","Cyp6d5"
"2989","FBgn0038195","CG3061"
"2990","FBgn0038196","CG9922"
"2991","FBgn0038198","Npc2b"
"2992","FBgn0038201","PK1-R"
"2993","FBgn0038211","CG9649"
"2994","FBgn0038214","CG9616"
"2995","FBgn0038224","ATPsynE"
"2996","FBgn0038233","HtrA2"
"2997","FBgn0038235","CG8461"
"2998","FBgn0038237","Pde6"
"2999","FBgn0038243","CG8066"
"3000","FBgn0038256","CG7530"
"3001","FBgn0038257","smp-30"
"3002","FBgn0038269","Rrp6"
"3003","FBgn0038272","CG7265"
"3004","FBgn0038274","Nup93-2"
"3005","FBgn0038275","CG3817"
"3006","FBgn0038277","RpS5b"
"3007","FBgn0038290","CG6912"
"3008","FBgn0038294","Mf"
"3009","FBgn0038299","Spn88Eb"
"3010","FBgn0038303","SIDL"
"3011","FBgn0038304","CG12241"
"3012","FBgn0038306","Art3"
"3013","FBgn0038312","Zip88E"
"3014","FBgn0038313","CG4338"
"3015","FBgn0038318","CG6236"
"3016","FBgn0038319","mRpL9"
"3017","FBgn0038326","CG5044"
"3018","FBgn0038327","Trax"
"3019","FBgn0038331","Ccm3"
"3020","FBgn0038337","CG6125"
"3021","FBgn0038349","AOX3"
"3022","FBgn0038353","CG5399"
"3023","FBgn0038360","CG9590"
"3024","FBgn0038363","Acyp2"
"3025","FBgn0038376","Hmt-1"
"3026","FBgn0038387","blp"
"3027","FBgn0038388","CG4287"
"3028","FBgn0038396","CG5013"
"3029","FBgn0038400","CG5903"
"3030","FBgn0038407","CG6126"
"3031","FBgn0038412","Zip89B"
"3032","FBgn0038420","CG10311"
"3033","FBgn0038421","CG17931"
"3034","FBgn0038424","CG17565"
"3035","FBgn0038425","CG14881"
"3036","FBgn0038427","ema"
"3037","FBgn0038438","Der-2"
"3038","FBgn0038446","CG14903"
"3039","FBgn0038449","CG17562"
"3040","FBgn0038450","CG17560"
"3041","FBgn0038453","Arl6IP1"
"3042","FBgn0038460","CG18622"
"3043","FBgn0038461","EMC2B"
"3044","FBgn0038462","EMC2A"
"3045","FBgn0038463","CG3534"
"3046","FBgn0038465","Irc"
"3047","FBgn0038467","AdSL"
"3048","FBgn0038471","CG5220"
"3049","FBgn0038472","CG3995"
"3050","FBgn0038473","Ns1"
"3051","FBgn0038474","mRpS11"
"3052","FBgn0038491","CG5292"
"3053","FBgn0038499","Brf"
"3054","FBgn0038516","P5cr-2"
"3055","FBgn0038536","CG7655"
"3056","FBgn0038545","pasi1"
"3057","FBgn0038552","Alg1"
"3058","FBgn0038569","CG7218"
"3059","FBgn0038570","Prx5"
"3060","FBgn0038571","CG7215"
"3061","FBgn0038577","CG12321"
"3062","FBgn0038578","MED17"
"3063","FBgn0038581","CG14314"
"3064","FBgn0038582","CG7988"
"3065","FBgn0038584","mTerf5"
"3066","FBgn0038585","Non3"
"3067","FBgn0038586","CG7168"
"3068","FBgn0038590","CG12320"
"3069","FBgn0038597","CG8064"
"3070","FBgn0038601","CG18600"
"3071","FBgn0038603","PKD"
"3072","FBgn0038610","CG7675"
"3073","FBgn0038627","CG7694"
"3074","FBgn0038631","CG7695"
"3075","FBgn0038651","Epg5"
"3076","FBgn0038652","CG7720"
"3077","FBgn0038658","CG14292"
"3078","FBgn0038659","EndoA"
"3079","FBgn0038662","Mpc1"
"3080","FBgn0038666","Smu1"
"3081","FBgn0038672","CG6005"
"3082","FBgn0038673","CG14286"
"3083","FBgn0038675","CG6013"
"3084","FBgn0038679","CG6040"
"3085","FBgn0038681","Cyp12a4"
"3086","FBgn0038682","CG5835"
"3087","FBgn0038683","CG11779"
"3088","FBgn0038704","CG5316"
"3089","FBgn0038718","CG17752"
"3090","FBgn0038719","CG16727"
"3091","FBgn0038720","CG6231"
"3092","FBgn0038721","subdued"
"3093","FBgn0038723","CG6195"
"3094","FBgn0038735","MICU3"
"3095","FBgn0038737","CG11447"
"3096","FBgn0038742","Arc42"
"3097","FBgn0038744","CG4733"
"3098","FBgn0038745","CG4538"
"3099","FBgn0038746","Surf6"
"3100","FBgn0038752","CG4462"
"3101","FBgn0038755","Hs6st"
"3102","FBgn0038756","CG4783"
"3103","FBgn0038761","CG17190"
"3104","FBgn0038763","PIG-L"
"3105","FBgn0038771","CG4390"
"3106","FBgn0038774","CG5023"
"3107","FBgn0038787","CG4360"
"3108","FBgn0038788","Sirt2"
"3109","FBgn0038795","CG4335"
"3110","FBgn0038803","CG5191"
"3111","FBgn0038808","Srp14"
"3112","FBgn0038809","CG16953"
"3113","FBgn0038811","Pus1"
"3114","FBgn0038818","Nep4"
"3115","FBgn0038820","CG4000"
"3116","FBgn0038826","Syp"
"3117","FBgn0038829","CG17271"
"3118","FBgn0038830","CG17272"
"3119","FBgn0038834","RpS30"
"3120","FBgn0038842","hdly"
"3121","FBgn0038849","CG7079"
"3122","FBgn0038853","RhoGAP93B"
